"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Grey-breasted Seedsnipe","Thinocorus orbignyianus",,"Alvaro Jaramillo",2001-07-23,?:?,"Paposo, Antofagasta, II Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60084,//creativecommons.org/licenses/by-nc-nd/2.5/
"Grey-breasted Seedsnipe","Thinocorus orbignyianus",,"Peter Boesman",2018-11-30,12:00,"Embalse El Yeso, Región Metropolitana",Chile,-33.63724,-70.028879,,song,,,450185,//creativecommons.org/licenses/by-nc-nd/4.0/
"Grey-breasted Seedsnipe","Thinocorus orbignyianus",,"Peter Boesman",2018-11-30,09:00,"Embalse El Yeso, Región Metropolitana",Chile,-33.63724,-70.028879,,song,"Song in flight",,450184,//creativecommons.org/licenses/by-nc-nd/4.0/
"Grey-breasted Seedsnipe","Thinocorus orbignyianus",,"Doug Knapp",2007-12-30,08:00,"Banos las Colinas",Chile,-33.8617,-69.9962,2700,Song,"I captured a complete, typical series here. Bird on a boulder.","Geositta rufipennis",16665,//creativecommons.org/licenses/by-nc-nd/2.5/
"Grey-breasted Seedsnipe","Thinocorus orbignyianus",,"Doug Knapp",2007-11-25,08:00,"Embalse El Yeso",Chile,-33.6109,-69.9884,2700,Song-flight/stationary,"This rec is not complete, but frequently song begins in flight and ends on a rock.","Upucerthia dumetaria",16242,//creativecommons.org/licenses/by-nc-nd/2.5/
"Least Seedsnipe","Thinocorus rumicivorus",,"Peter Boesman",2018-12-12,15:00,"Pali Aike road, San Gregorio region, XII región",Chile,-52.189798,-69.801071,,song,,,450186,//creativecommons.org/licenses/by-nc-nd/4.0/
"Least Seedsnipe","Thinocorus rumicivorus",rumicivorus,"Andrew Spencer",2012-11-11,09:30,"Pali Aike entrance road, XII Region",Chile,-52.1451,-69.7789,150,call,"calls from a very young chick in hand; both the male and female adult birds were nearby.  In tall grassy Patagonian steppe.bird-seen:yes playback-used:no",,115763,//creativecommons.org/licenses/by-nc-sa/3.0/
"Least Seedsnipe","Thinocorus rumicivorus",rumicivorus,"Andrew Spencer",2012-11-11,09:30,"Pali Aike entrance road, XII Region",Chile,-52.1451,-69.7789,150,call,"calls from a female bird near two very young chicks; while giving these calls the bird was performing various distraction displays, while a male bird was perched nearby but didn't make any noise.bird-seen:yes playback-used:no",,115762,//creativecommons.org/licenses/by-nc-sa/3.0/
"Least Seedsnipe","Thinocorus rumicivorus",,"Peter Boesman",2018-12-12,15:30,"Pali Aike road, San Gregorio region, XII región",Chile,-52.189798,-69.801071,,"song and call","Very windy!",,450188,//creativecommons.org/licenses/by-nc-nd/4.0/
"Least Seedsnipe","Thinocorus rumicivorus",,"Peter Boesman",2018-12-12,15:00,"Pali Aike road, San Gregorio region, XII región",Chile,-52.189798,-69.801071,,song,,,450187,//creativecommons.org/licenses/by-nc-nd/4.0/
Whimbrel,"Numenius phaeopus",,"Dante Buzzetti",2020-02-24,20:32,"Puerto Montt city,Llanquihue,Los Lagos",Chile,-41.4873,-72.9031,2,"flight call","DCB 797-5b bird-seen:yes playback-used:no",,534302,//creativecommons.org/licenses/by-nc-sa/4.0/
Whimbrel,"Numenius phaeopus",,"Dante Buzzetti",2020-02-24,20:15,"Puerto Montt city,Llanquihue,Los Lagos",Chile,-41.4873,-72.9031,2,"call, song","DCB 797-3 bird-seen:yes playback-used:no",,534294,//creativecommons.org/licenses/by-nc-sa/4.0/
Whimbrel,"Numenius phaeopus",,"Cristian Pinto",2020-01-05,15:37,"Isla Chungungo",Chile,-29.412,-71.3572,30,"adult, begging call, call, flight call, sex uncertain","Raw File: ZOOM0012_Tr1.WAV Pinto's File: ZOOM0012_Tr1 - Zapapito (En vuelo).wav  (.mp3) bird-seen:yes playback-used:no",,520293,//creativecommons.org/licenses/by-nc-sa/4.0/
Whimbrel,"Numenius phaeopus",hudsonicus,"Andrew Spencer",2010-02-05,15:25,"Estero Caulin, Chiloe Island, X Region",Chile,-41.8228,-73.616,0,call,"call from a flushing bird",,44343,//creativecommons.org/licenses/by-nc-nd/2.5/
Whimbrel,"Numenius phaeopus",,"Dante Buzzetti",2020-02-24,20:50,"Puerto Montt city,Llanquihue,Los Lagos",Chile,-41.4873,-72.9031,2,"flight call","DCB 797-8 bird-seen:no playback-used:no",,534307,//creativecommons.org/licenses/by-nc-sa/4.0/
Whimbrel,"Numenius phaeopus",,"Dante Buzzetti",2020-02-24,20:41,"Puerto Montt city,Llanquihue,Los Lagos",Chile,-41.4873,-72.9031,2,"flight call","DCB 797-6b bird-seen:yes playback-used:no",,534304,//creativecommons.org/licenses/by-nc-sa/4.0/
Whimbrel,"Numenius phaeopus",,"Dante Buzzetti",2020-02-24,20:21,"Puerto Montt city,Llanquihue,Los Lagos",Chile,-41.4873,-72.9031,2,"flight call","DCB 797-4a bird-seen:yes playback-used:no",,534297,//creativecommons.org/licenses/by-nc-sa/4.0/
Whimbrel,"Numenius phaeopus",,"Cristian Pinto",2019-01-27,06:00,"Desembocadura Estero La Palmilla (Cahuil)",Chile,-34.4802,-72.0233,0,"alarm call, call","bird-seen:yes playback-used:no",,458979,//creativecommons.org/licenses/by-nc-sa/4.0/
Whimbrel,"Numenius phaeopus",,"Cristian Pinto",2019-01-27,06:00,"Desembocadura Estero La Palmilla (Cahuil)",Chile,-34.4802,-72.0233,0,call,"bird-seen:yes playback-used:no",,458972,//creativecommons.org/licenses/by-nc-sa/4.0/
Whimbrel,"Numenius phaeopus",,"Peter Boesman",2018-12-07,06:30,"Desembocadura del rio Maipo, V Región",Chile,-33.621184,-71.628578,,Call,,,450016,//creativecommons.org/licenses/by-nc-nd/4.0/
Whimbrel,"Numenius phaeopus",,"Peter Boesman",2018-12-07,06:30,"Desembocadura del rio Maipo, V Región",Chile,-33.621184,-71.628578,,Call,,,450015,//creativecommons.org/licenses/by-nc-nd/4.0/
Whimbrel,"Numenius phaeopus",,"Peter Boesman",2018-12-07,06:30,"Desembocadura del rio Maipo, V Región",Chile,-33.621184,-71.628578,,Call,,,450014,//creativecommons.org/licenses/by-nc-nd/4.0/
Whimbrel,"Numenius phaeopus",,"Peter Boesman",2018-12-07,06:00,"Desembocadura del rio Maipo, V Región",Chile,-33.621184,-71.628578,,Call,,,450013,//creativecommons.org/licenses/by-nc-nd/4.0/
Whimbrel,"Numenius phaeopus",,"Peter Boesman",2018-12-05,07:30,"Quetalmahue, Chiloé, X Región",Chile,-41.858518,-73.975909,,Call,,,450012,//creativecommons.org/licenses/by-nc-nd/4.0/
Whimbrel,"Numenius phaeopus",,"Peter Boesman",2018-12-04,16:00,"Laguna Quilo, Chiloé, X Región",Chile,-41.874686,-73.955538,,Call,,,450011,//creativecommons.org/licenses/by-nc-nd/4.0/
Whimbrel,"Numenius phaeopus",,"Alvaro Jaramillo",2003-10-15,?:?,"Rio Maipo, V Region",Chile,,,?,call,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60214,//creativecommons.org/licenses/by-nc-nd/2.5/
Whimbrel,"Numenius phaeopus",,"Alvaro Jaramillo",2003-03-03,?:?,"Boca Bud,  IX Region",Chile,,,?,call,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60213,//creativecommons.org/licenses/by-nc-nd/2.5/
Whimbrel,"Numenius phaeopus",,"Bernabe Lopez-Lanus",2006-09-23,?:?,"Cartagena, V Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,52545,//creativecommons.org/licenses/by-nc-sa/3.0/
Whimbrel,"Numenius phaeopus",,"Alvaro Jaramillo",1999-11-01,?:?,"Arica -Hotel Arica, I Region",Chile,,,?,call,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60215,//creativecommons.org/licenses/by-nc-nd/2.5/
"Hudsonian Godwit","Limosa haemastica",,"Fabrice Schmitt",2012-12-09,08:30,"Caulin Bay, Ancud, Chiloé Province, Los Lagos",Chile,-41.8222,-73.6221,0,"call, flight call","some calling birds in a group of about 50 birds on the beach. We can hear the group taking off and the contact call of the flying birds bird-seen:yes playback-used:no","Larus dominicanus,Chroicocephalus maculipennis,Rynchops niger,Numenius phaeopus,Elaenia chilensis",116671,//creativecommons.org/licenses/by-nc-sa/3.0/
"Hudsonian Godwit","Limosa haemastica",,"Andrew Spencer",2010-02-07,08:25,"Chonchi, X Region",Chile,,,0,call,"calls from a flushing bird",,44344,//creativecommons.org/licenses/by-nc-nd/2.5/
"Hudsonian Godwit","Limosa haemastica",,"Peter Boesman",2018-12-05,06:30,"Quetalmahue, Chiloé, X Región",Chile,-41.858518,-73.975909,,Call,,"Chroicocephalus maculipennis",449988,//creativecommons.org/licenses/by-nc-nd/4.0/
Sanderling,"Calidris alba",,"Fabrice Schmitt",2006-04-16,?,"desembocadura del rio Maipo",Chile,-33.6195,-71.6295,0,"wing sound","wing sound of a flying flock of 3000 ind.",,19516,//creativecommons.org/licenses/by-nc-nd/2.5/
"Baird's Sandpiper","Calidris bairdii",,"Étienne Leroy",2019-10-16,17:30,"Laguna Chaxa, Socaire, Antofogasta, II Region",Chile,-23.287,-68.1745,2300,call,"bird-seen:yes playback-used:no",,507958,//creativecommons.org/licenses/by-nc-sa/4.0/
"Baird's Sandpiper","Calidris bairdii",,"Étienne Leroy",2019-10-16,17:30,"Laguna Chaxa, Socaire, Antofogasta, II Region",Chile,-23.287,-68.1745,2300,call,"bird-seen:yes playback-used:no",,507957,//creativecommons.org/licenses/by-nc-sa/4.0/
"Baird's Sandpiper","Calidris bairdii",,"Cristian Pinto",2019-04-07,09:30,"San Pedro de Atacama, El Loa, Región de Antofagasta",Chile,-23.2871,-68.1746,2300,call,"bird-seen:yes playback-used:no",,474653,//creativecommons.org/licenses/by-nc-sa/4.0/
"Baird's Sandpiper","Calidris bairdii",,"GABRIEL LEITE",2020-01-10,07:00,"Puerto Natales, XII Region",Chile,-51.7211,-72.5084,0,"adult, female, flight call, male","bird-seen:yes playback-used:no",,521729,//creativecommons.org/licenses/by-nc-sa/4.0/
"Baird's Sandpiper","Calidris bairdii",,"GABRIEL LEITE",2020-01-10,07:00,"Puerto Natales, XII Region",Chile,-51.7211,-72.5084,0,"adult, female, flight call, male","bird-seen:yes playback-used:no",,521728,//creativecommons.org/licenses/by-nc-sa/4.0/
"Baird's Sandpiper","Calidris bairdii",,"Peter Boesman",2018-12-11,14:30,"Laguna Verde, Porvenir, XII Región",Chile,-53.203588,-70.298822,,Call,"Call in flight",,449849,//creativecommons.org/licenses/by-nc-nd/4.0/
"Baird's Sandpiper","Calidris bairdii",,"Peter Boesman",2018-12-11,14:00,"Laguna Verde, Porvenir, XII Región",Chile,-53.203588,-70.298822,,Call,,,449848,//creativecommons.org/licenses/by-nc-nd/4.0/
"Baird's Sandpiper","Calidris bairdii",,"Peter Boesman",2018-12-05,09:00,"Quetalmahue, Chiloé, X Región",Chile,-41.858518,-73.975909,,Call,,,449847,//creativecommons.org/licenses/by-nc-nd/4.0/
"Baird's Sandpiper","Calidris bairdii",,"Jacob Socolar",2010-01-18,13:00,"Cerro de la Bandera, Puerto Williams",Chile,-54.958,-67.678,600,Call,,,43073,//creativecommons.org/licenses/by-nc-nd/2.5/
"White-rumped Sandpiper","Calidris fuscicollis",,"Andrew Spencer",2011-10-27,09:30,"Pali Aike entrance road, XII Region",Chile,-52.1451,-69.7789,100,call,"calls from a single bird flushing.","Calidris bairdii",90640,//creativecommons.org/licenses/by-nc-nd/2.5/
"White-rumped Sandpiper","Calidris fuscicollis",,"Andrew Spencer",2011-10-26,18:00,"Estancia San Gregorio, XII Region",Chile,-52.5709,-70.087,10,call,"calls from a small flock in flight.","Calidris bairdii",90642,//creativecommons.org/licenses/by-nc-nd/2.5/
"White-rumped Sandpiper","Calidris fuscicollis",,"Jacob Socolar",2010-01-16,?,"Punta Gusano, Puerto Williams",Chile,-54.913,-67.59,0,Call,,,43067,//creativecommons.org/licenses/by-nc-nd/2.5/
"Semipalmated Sandpiper","Calidris pusilla",,"Alvaro Jaramillo",2003-10-15,?:?,"Rio Maipo, V Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60081,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",,"Cristian Pinto",2019-09-05,19:00,"Tranque La Cadellada, Batuco, Región Metropolitana",Chile,-33.2051,-70.788,500,"flight call, mechanical sound - Wings beating","bird-seen:yes playback-used:no",,522023,//creativecommons.org/licenses/by-nc-sa/4.0/
"South American Snipe","Gallinago paraguaiae",,"Peter Boesman",2018-12-15,18:00,"Puerto Natales area, XII Región",Chile,-51.682909,-72.524328,?,winnowing,"During display flight. Weather: heavily clouded with intermittent rain.",,449941,//creativecommons.org/licenses/by-nc-nd/4.0/
"South American Snipe","Gallinago paraguaiae",,"Peter Boesman",2018-12-15,18:00,"Puerto Natales area, XII Región",Chile,-51.682909,-72.524328,?,winnowing,"During display flight. Weather: heavily clouded with intermittent rain.",,449940,//creativecommons.org/licenses/by-nc-nd/4.0/
"South American Snipe","Gallinago paraguaiae",,"Peter Boesman",2018-12-14,08:00,"Sierra Baguales, XII Regiòn",Chile,-50.799568,-72.414177,,song,"Ground song",,449939,//creativecommons.org/licenses/by-nc-nd/4.0/
"South American Snipe","Gallinago paraguaiae",,"Peter Boesman",2018-12-14,08:00,"Sierra Baguales, XII Regiòn",Chile,-50.799568,-72.414177,,song,"Ground song",,449938,//creativecommons.org/licenses/by-nc-nd/4.0/
"South American Snipe","Gallinago paraguaiae",magellanica,"Andrew Spencer",2011-10-28,09:00,"PN Torres del Paine, XII Region",Chile,-51.0289,-72.782,150,call,"calls from a flushing bird.",,90655,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",magellanica,"Andrew Spencer",2011-10-27,10:40,"Pali Aike entrance road, XII Region",Chile,-52.1451,-69.7789,120,winnowing,"natural vocalization; winnowing during a flight display.",,90654,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",magellanica,"Alvaro Jaramillo",1999-11-13,?:?,"Punta Arenas, XII Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60123,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",magellanica,"Fabrice Schmitt",2006-08-27,?,"Estero Lampa",Chile,-33.262,-70.8114,450,winnowing,"winnowing display",,19517,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",magellanica,"Fabrice Schmitt",2006-09-06,?,"Estero Lampa",Chile,-33.262,-70.8114,450,winnowing,"winnowing display of several males (5-10)","Vanellus chilensis",19485,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",magellanica,"Francisco Rivas Fuenzalida",2012-06-24,20:40,"Ruta Curauma-Melosilla",Chile,-33.178,-71.534,359,"Flight song, Vuelo nupcial.",,,109803,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",magellanica,"Andrew Spencer",2011-10-26,18:00,"Estancia San Gregorio, XII Region",Chile,-52.5709,-70.087,10,call,"natural vocalization; calls from a bird on the ground.",,90653,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",magellanica,"Alvaro Jaramillo",1999-11-13,?:?,"Punta Arenas, XII Region",Chile,,,?,song,"<a href=http://www.xeno-canto.org/graphics/conosur.jpg rel=lightbox>From Bird Sounds of Southern South America by Lopez-Lanus (2008)</a>",,60124,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",magellanica,"Fabrice Schmitt",2006-09-06,?,"Estero Lampa",Chile,-33.262,-70.8114,450,song,"song from the ground",,19484,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",,"Doug Knapp",2007-11-01,05:30,"Below Farellones-Curve 30",Chile,-30.3484,-70.3323,2180,"Winnowing display sound","This is just above the reported altutude range, 30 min. before dawn.",,15775,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",,"Doug Knapp",2007-10-06,19:00,"Wetland Batuco, Batuco, Región Metropolitana",Chile,-33.2428,-70.8234,480,"Flight song","Recorded during nuptial flight.","Vanellus chilensis",15448,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",,"Peter Boesman",2018-12-13,06:30,"Laguna Sofia, Puerto Natales, XII Región",Chile,-51.527087,-72.654529,,song,"Ground song",,449937,//creativecommons.org/licenses/by-nc-nd/4.0/
"South American Snipe","Gallinago paraguaiae",,"Peter Boesman",2018-11-30,09:00,"Embalse El Yeso, Región Metropolitana",Chile,-33.63724,-70.028879,,song,"Ground song",,449936,//creativecommons.org/licenses/by-nc-nd/4.0/
"South American Snipe","Gallinago paraguaiae",,"Alexis Olivares",2014-10-10,02:30,"Valdivia, Valdivia Province, Los Ríos Region",Chile,-39.8404,-73.2431,10,"natural vocalization","bird-seen:no playback-used:no",,198718,//creativecommons.org/licenses/by-nc-sa/4.0/
"South American Snipe","Gallinago paraguaiae",,"Daniel González Amat",2007-08-18,18:10,"Santa Ines, Lampa",Chile,-33.2653,-70.8098,400,"nuptial call","nuptial call, chilean name: Becacina","Sicalis luteola",15033,//creativecommons.org/licenses/by-nc-nd/2.5/
"South American Snipe","Gallinago paraguaiae",,"Daniel González Amat",2007-08-18,18:30,"Santa Ines, Lampa",Chile,-33.2653,-70.8098,400,"nuptial call","nuptial call, chilean name: Becacina","Sicalis luteola,Tachycineta leucopyga",15034,//creativecommons.org/licenses/by-nc-nd/2.5/
"Lesser Yellowlegs","Tringa flavipes",,"Cristian Pinto",2019-01-27,06:00,"Desembocadura Estero La Palmilla (Cahuil)",Chile,-34.4802,-72.0233,0,"alarm call, call","bird-seen:yes playback-used:no",,458982,//creativecommons.org/licenses/by-nc-sa/4.0/
"Lesser Yellowlegs","Tringa flavipes",,"Peter Boesman",2018-12-07,07:30,"Desembocadura del rio Maipo, V Región",Chile,-33.621184,-71.628578,,Call,,,450189,//creativecommons.org/licenses/by-nc-nd/4.0/
"Lesser Yellowlegs","Tringa flavipes",,"Daniel González Amat",2007-09-15,11:00,"Wetland El Yali, Las Salinas Quinta Region",Chile,-33.781716,-71.727676,20,"alarm call","chilean name : Pitotoy Chico","Vanellus chilensis",15120,//creativecommons.org/licenses/by-nc-nd/2.5/
"Greater Yellowlegs","Tringa melanoleuca",,"Peter Boesman",2018-12-04,16:00,"Laguna Quilo, Chiloé, X Región",Chile,-41.874686,-73.955538,,Call,,,450190,//creativecommons.org/licenses/by-nc-nd/4.0/
"Greater Yellowlegs","Tringa melanoleuca",,"Dante Buzzetti",2020-02-28,14:00,"Río Chamiza,Puerto Montt,Llanquihue,Los Lagos",Chile,-41.4915,-72.82,2,"flight call,call","DCB 803-4 bird-seen:yes playback-used:no",,540444,//creativecommons.org/licenses/by-nc-sa/4.0/
"Black Skimmer","Rynchops niger",,"Peter Boesman",2018-12-07,08:00,"Desembocadura del rio Maipo, V Región",Chile,-33.621184,-71.628578,,Call,,,450113,//creativecommons.org/licenses/by-nc-nd/4.0/
